"Date";"period";"diversified-rd"
"1";1959-07-01;-124;1
"2";1959-07-02;-124;1
"3";1959-07-06;-124;1
"4";1959-07-07;-124;1
"5";1959-07-08;-124;1
"6";1959-07-09;-124;1
"7";1959-07-10;-124;1
"8";1959-07-13;-124;1
"9";1959-07-14;-124;1
"10";1959-07-15;-124;1
"11";1959-07-16;-124;1
"12";1959-07-17;-124;1
"13";1959-07-20;-124;1
"14";1959-07-21;-124;1
"15";1959-07-22;-124;1
"16";1959-07-23;-124;1
"17";1959-07-24;-124;1
"18";1959-07-27;-124;1
"19";1959-07-28;-124;1
"20";1959-07-29;-124;1
"21";1959-07-30;-124;1
"22";1959-07-31;-124;1
"23";1959-08-03;-123;1
"24";1959-08-04;-123;1
"25";1959-08-05;-123;1
"26";1959-08-06;-123;1
"27";1959-08-07;-123;1
"28";1959-08-10;-123;1
"29";1959-08-11;-123;1
"30";1959-08-12;-123;1
"31";1959-08-13;-123;1
"32";1959-08-14;-123;1
"33";1959-08-17;-123;1
"34";1959-08-18;-123;1
"35";1959-08-19;-123;1
"36";1959-08-20;-123;1
"37";1959-08-21;-123;1
"38";1959-08-24;-123;1
"39";1959-08-25;-123;1
"40";1959-08-26;-123;1
"41";1959-08-27;-123;1
"42";1959-08-28;-123;1
"43";1959-08-31;-123;1
"44";1959-09-01;-122;1
"45";1959-09-02;-122;1
"46";1959-09-03;-122;1
"47";1959-09-04;-122;1
"48";1959-09-08;-122;1
"49";1959-09-09;-122;1
"50";1959-09-10;-122;1
"51";1959-09-11;-122;1
"52";1959-09-14;-122;1
"53";1959-09-15;-122;1
"54";1959-09-16;-122;1
"55";1959-09-17;-122;1
"56";1959-09-18;-122;1
"57";1959-09-21;-122;1
"58";1959-09-22;-122;1
"59";1959-09-23;-122;1
"60";1959-09-24;-122;1
"61";1959-09-25;-122;1
"62";1959-09-28;-122;1
"63";1959-09-29;-122;1
"64";1959-09-30;-122;1
"65";1959-10-01;-121;1
"66";1959-10-02;-121;1
"67";1959-10-05;-121;1
"68";1959-10-06;-121;1
"69";1959-10-07;-121;1
"70";1959-10-08;-121;1
"71";1959-10-09;-121;1
"72";1959-10-13;-121;1
"73";1959-10-14;-121;1
"74";1959-10-15;-121;1
"75";1959-10-16;-121;1
"76";1959-10-19;-121;1
"77";1959-10-20;-121;1
"78";1959-10-21;-121;1
"79";1959-10-22;-121;1
"80";1959-10-23;-121;1
"81";1959-10-26;-121;1
"82";1959-10-27;-121;1
"83";1959-10-28;-121;1
"84";1959-10-29;-121;1
"85";1959-10-30;-121;1
"86";1959-11-02;-120;1
"87";1959-11-04;-120;1
"88";1959-11-05;-120;1
"89";1959-11-06;-120;1
"90";1959-11-10;-120;1
"91";1959-11-11;-120;1
"92";1959-11-12;-120;1
"93";1959-11-13;-120;1
"94";1959-11-16;-120;1
"95";1959-11-17;-120;1
"96";1959-11-18;-120;1
"97";1959-11-19;-120;1
"98";1959-11-20;-120;1
"99";1959-11-23;-120;1
"100";1959-11-24;-120;1
"101";1959-11-25;-120;1
"102";1959-11-27;-120;1
"103";1959-11-30;-120;1
"104";1959-12-01;-119;1
"105";1959-12-02;-119;1
"106";1959-12-03;-119;1
"107";1959-12-04;-119;1
"108";1959-12-07;-119;1
"109";1959-12-08;-119;1
"110";1959-12-09;-119;1
"111";1959-12-10;-119;1
"112";1959-12-11;-119;1
"113";1959-12-14;-119;1
"114";1959-12-15;-119;1
"115";1959-12-16;-119;1
"116";1959-12-17;-119;1
"117";1959-12-18;-119;1
"118";1959-12-21;-119;1
"119";1959-12-22;-119;1
"120";1959-12-23;-119;1
"121";1959-12-24;-119;1
"122";1959-12-28;-119;1
"123";1959-12-29;-119;1
"124";1959-12-30;-119;1
"125";1959-12-31;-119;1
"126";1960-01-04;-118;1
"127";1960-01-05;-118;1
"128";1960-01-06;-118;1
"129";1960-01-07;-118;1
"130";1960-01-08;-118;1
"131";1960-01-11;-118;1
"132";1960-01-12;-118;1
"133";1960-01-13;-118;1
"134";1960-01-14;-118;1
"135";1960-01-15;-118;1
"136";1960-01-18;-118;1
"137";1960-01-19;-118;1
"138";1960-01-20;-118;1
"139";1960-01-21;-118;1
"140";1960-01-22;-118;1
"141";1960-01-25;-118;1
"142";1960-01-26;-118;1
"143";1960-01-27;-118;1
"144";1960-01-28;-118;1
"145";1960-01-29;-118;1
"146";1960-02-01;-117;1
"147";1960-02-02;-117;1
"148";1960-02-03;-117;1
"149";1960-02-04;-117;1
"150";1960-02-05;-117;1
"151";1960-02-08;-117;1
"152";1960-02-09;-117;1
"153";1960-02-10;-117;1
"154";1960-02-11;-117;1
"155";1960-02-12;-117;1
"156";1960-02-15;-117;1
"157";1960-02-16;-117;1
"158";1960-02-17;-117;1
"159";1960-02-18;-117;1
"160";1960-02-19;-117;1
"161";1960-02-23;-117;1
"162";1960-02-24;-117;1
"163";1960-02-25;-117;1
"164";1960-02-26;-117;1
"165";1960-02-29;-117;1
"166";1960-03-01;-116;1
"167";1960-03-02;-116;1
"168";1960-03-03;-116;1
"169";1960-03-04;-116;1
"170";1960-03-07;-116;1
"171";1960-03-08;-116;1
"172";1960-03-09;-116;1
"173";1960-03-10;-116;1
"174";1960-03-11;-116;1
"175";1960-03-14;-116;1
"176";1960-03-15;-116;1
"177";1960-03-16;-116;1
"178";1960-03-17;-116;1
"179";1960-03-18;-116;1
"180";1960-03-21;-116;1
"181";1960-03-22;-116;1
"182";1960-03-23;-116;1
"183";1960-03-24;-116;1
"184";1960-03-25;-116;1
"185";1960-03-28;-116;1
"186";1960-03-29;-116;1
"187";1960-03-30;-116;1
"188";1960-03-31;-116;1
"189";1960-04-01;-115;1
"190";1960-04-04;-115;1
"191";1960-04-05;-115;1
"192";1960-04-06;-115;1
"193";1960-04-07;-115;1
"194";1960-04-08;-115;1
"195";1960-04-11;-115;1
"196";1960-04-12;-115;1
"197";1960-04-13;-115;1
"198";1960-04-14;-115;1
"199";1960-04-18;-115;1
"200";1960-04-19;-115;1
"201";1960-04-20;-115;1
"202";1960-04-21;-115;1
"203";1960-04-22;-115;1
"204";1960-04-25;-115;1
"205";1960-04-26;-115;1
"206";1960-04-27;-115;1
"207";1960-04-28;-115;1
"208";1960-04-29;-115;1
"209";1960-05-02;-114;0,998045075293039
"210";1960-05-03;-114;0,994135225879118
"211";1960-05-04;-114;0,996715726492306
"212";1960-05-05;-114;0,998045075293039
"213";1960-05-06;-114;0,999139833128937
"214";1960-05-09;-114;0,998670651199267
"215";1960-05-10;-114;0,998827045175824
"216";1960-05-11;-114;0,998436060234431
"217";1960-05-12;-114;0,998592454210988
"218";1960-05-13;-114;0,999609015058608
"219";1960-05-16;-114;0,999218030117216
"220";1960-05-17;-114;0,995699165644686
"221";1960-05-18;-114;0,995308180703294
"222";1960-05-19;-114;0,994917195761902
"223";1960-05-20;-114;0,992180301172157
"224";1960-05-23;-114;0,991398331289372
"225";1960-05-24;-114;0,994213422867396
"226";1960-05-25;-114;0,99749769637509
"227";1960-05-26;-114;0,997419499386812
"228";1960-05-27;-114;0,99749769637509
"229";1960-05-31;-114;0,99350964997289
"230";1960-06-01;-113;0,99350964997289
"231";1960-06-02;-113;0,99350964997289
"232";1960-06-03;-113;0,99350964997289
"233";1960-06-06;-113;0,99350964997289
"234";1960-06-07;-113;0,99350964997289
"235";1960-06-08;-113;0,99350964997289
"236";1960-06-09;-113;0,99350964997289
"237";1960-06-10;-113;0,99350964997289
"238";1960-06-13;-113;0,99350964997289
"239";1960-06-14;-113;0,99350964997289
"240";1960-06-15;-113;0,99350964997289
"241";1960-06-16;-113;0,99350964997289
"242";1960-06-17;-113;0,99350964997289
"243";1960-06-20;-113;0,99350964997289
"244";1960-06-21;-113;0,99350964997289
"245";1960-06-22;-113;0,99350964997289
"246";1960-06-23;-113;0,99350964997289
"247";1960-06-24;-113;0,99350964997289
"248";1960-06-27;-113;0,99350964997289
"249";1960-06-28;-113;0,99350964997289
"250";1960-06-29;-113;0,99350964997289
"251";1960-06-30;-113;0,99350964997289
"252";1960-07-01;-112;0,992403562710841
"253";1960-07-05;-112;0,991666171202809
"254";1960-07-06;-112;0,992551041012448
"255";1960-07-07;-112;0,992551041012448
"256";1960-07-08;-112;0,996311737703414
"257";1960-07-11;-112;0,999777477791168
"258";1960-07-12;-112;0,997196607513053
"259";1960-07-13;-112;0,998450173076709
"260";1960-07-14;-112;0,996827911759037
"261";1960-07-15;-112;0,994615737234939
"262";1960-07-18;-112;0,996164259401808
"263";1960-07-19;-112;0,995500607044578
"264";1960-07-20;-112;0,998302694775102
"265";1960-07-21;-112;0,998081477322693
"266";1960-07-22;-112;0,997196607513053
"267";1960-07-25;-112;0,997712781568676
"268";1960-07-26;-112;0,999556260338758
"269";1960-07-27;-112;0,999408782037151
"270";1960-07-28;-112;0,998155216473496
"271";1960-07-29;-112;0,997786520719479
"272";1960-08-01;-111;0,998440178399599
"273";1960-08-02;-111;0,99829492113735
"274";1960-08-03;-111;0,998585435661848
"275";1960-08-04;-111;0,997423377563857
"276";1960-08-05;-111;0,997713892088355
"277";1960-08-08;-111;0,996551833990365
"278";1960-08-09;-111;0,997060234408235
"279";1960-08-10;-111;0,996188690834742
"280";1960-08-11;-111;0,995898176310245
"281";1960-08-12;-111;0,996043433572494
"282";1960-08-15;-111;0,994155089163259
"283";1960-08-16;-111;0,995752919047996
"284";1960-08-17;-111;0,996116062203618
"285";1960-08-18;-111;0,99647920535924
"286";1960-08-19;-111;0,99713286303936
"287";1960-08-22;-111;0,995026632736752
"288";1960-08-23;-111;0,995607661785747
"289";1960-08-24;-111;0,996188690834742
"290";1960-08-25;-111;0,996188690834742
"291";1960-08-26;-111;0,995389775892374
"292";1960-08-29;-111;0,99466348958113
"293";1960-08-30;-111;0,993574060114264
"294";1960-08-31;-111;0,991395201180532
"295";1960-09-01;-110;0,992444198578495
"296";1960-09-02;-110;0,992294341807357
"297";1960-09-06;-110;0,991844771493944
"298";1960-09-07;-110;0,991919699879513
"299";1960-09-08;-110;0,989671848312449
"300";1960-09-09;-110;0,989372134770174
"301";1960-09-12;-110;0,989521991541311
"302";1960-09-13;-110;0,989521991541311
"303";1960-09-14;-110;0,991020559252688
"304";1960-09-15;-110;0,991619986337238
"305";1960-09-16;-110;0,99274391212077
"306";1960-09-19;-110;0,989222277999036
"307";1960-09-20;-110;0,99087070248155
"308";1960-09-21;-110;0,991619986337238
"309";1960-09-22;-110;0,990121418625862
"310";1960-09-23;-110;0,989746776698018
"311";1960-09-26;-110;0,988472994143348
"312";1960-09-27;-110;0,989072421227899
"313";1960-09-28;-110;0,988248208986642
"314";1960-09-29;-110;0,986974426431972
"315";1960-09-30;-110;0,98772371028766
"316";1960-10-03;-109;0,98772371028766
"317";1960-10-04;-109;0,98772371028766
"318";1960-10-05;-109;0,98772371028766
"319";1960-10-06;-109;0,98772371028766
"320";1960-10-07;-109;0,98772371028766
"321";1960-10-10;-109;0,98772371028766
"322";1960-10-11;-109;0,98772371028766
"323";1960-10-12;-109;0,98772371028766
"324";1960-10-13;-109;0,98772371028766
"325";1960-10-14;-109;0,98772371028766
"326";1960-10-17;-109;0,98772371028766
"327";1960-10-18;-109;0,98772371028766
"328";1960-10-19;-109;0,98772371028766
"329";1960-10-20;-109;0,98772371028766
"330";1960-10-21;-109;0,98772371028766
"331";1960-10-24;-109;0,98772371028766
"332";1960-10-25;-109;0,98772371028766
"333";1960-10-26;-109;0,98772371028766
"334";1960-10-27;-109;0,98772371028766
"335";1960-10-28;-109;0,98772371028766
"336";1960-10-31;-109;0,98772371028766
"337";1960-11-01;-108;0,98772371028766
"338";1960-11-02;-108;0,98772371028766
"339";1960-11-03;-108;0,98772371028766
"340";1960-11-04;-108;0,98772371028766
"341";1960-11-07;-108;0,98772371028766
"342";1960-11-09;-108;0,98772371028766
"343";1960-11-10;-108;0,98772371028766
"344";1960-11-11;-108;0,98772371028766
"345";1960-11-14;-108;0,98772371028766
"346";1960-11-15;-108;0,98772371028766
"347";1960-11-16;-108;0,98772371028766
"348";1960-11-17;-108;0,98772371028766
"349";1960-11-18;-108;0,98772371028766
"350";1960-11-21;-108;0,98772371028766
"351";1960-11-22;-108;0,98772371028766
"352";1960-11-23;-108;0,98772371028766
"353";1960-11-25;-108;0,98772371028766
"354";1960-11-28;-108;0,98772371028766
"355";1960-11-29;-108;0,98772371028766
"356";1960-11-30;-108;0,98772371028766
"357";1960-12-01;-107;0,986789862194211
"358";1960-12-02;-107;0,986634220845303
"359";1960-12-05;-107;0,986089476124124
"360";1960-12-06;-107;0,986089476124124
"361";1960-12-07;-107;0,98640075882194
"362";1960-12-08;-107;0,987256786240935
"363";1960-12-09;-107;0,987568068938752
"364";1960-12-12;-107;0,986556400170849
"365";1960-12-13;-107;0,988501917032201
"366";1960-12-14;-107;0,989669227149013
"367";1960-12-15;-107;0,991381281987003
"368";1960-12-16;-107;0,99075871659137
"369";1960-12-19;-107;0,990914357940278
"370";1960-12-20;-107;0,989824868497921
"371";1960-12-21;-107;0,988813199730018
"372";1960-12-22;-107;0,987256786240935
"373";1960-12-23;-107;0,98733460691539
"374";1960-12-27;-107;0,988112813659931
"375";1960-12-28;-107;0,989280123776742
"376";1960-12-29;-107;0,989202303102288
"377";1960-12-30;-107;0,988579737706655
"378";1961-01-03;-106;0,988658048518107
"379";1961-01-04;-106;0,99092906205021
"380";1961-01-05;-106;0,989754399878433
"381";1961-01-06;-106;0,989676089066981
"382";1961-01-09;-106;0,994609670188447
"383";1961-01-10;-106;0,995236156680061
"384";1961-01-11;-106;0,996724062097646
"385";1961-01-12;-106;0,995940953983128
"386";1961-01-13;-106;0,994922913434254
"387";1961-01-16;-106;0,996724062097646
"388";1961-01-17;-106;0,994922913434254
"389";1961-01-18;-106;0,992338656656343
"390";1961-01-19;-106;0,993826562073928
"391";1961-01-20;-106;0,994374737754091
"392";1961-01-23;-106;0,992808521525054
"393";1961-01-24;-106;0,993513318828121
"394";1961-01-25;-106;0,995001224245706
"395";1961-01-26;-106;0,994922913434254
"396";1961-01-27;-106;0,994139805319736
"397";1961-01-30;-106;0,991633859353277
"398";1961-01-31;-106;0,992338656656343
"399";1961-02-01;-105;0,99161867619374
"400";1961-02-02;-105;0,990578704414424
"401";1961-02-03;-105;0,990418708756068
"402";1961-02-06;-105;0,989298739147574
"403";1961-02-07;-105;0,988738754343327
"404";1961-02-08;-105;0,989218741318396
"405";1961-02-09;-105;0,98905874566004
"406";1961-02-10;-105;0,988018773880724
"407";1961-02-13;-105;0,987218795588943
"408";1961-02-14;-105;0,985858832492914
"409";1961-02-15;-105;0,985378845517845
"410";1961-02-16;-105;0,986818806443052
"411";1961-02-17;-105;0,985298847688667
"412";1961-02-20;-105;0,983618893275927
"413";1961-02-21;-105;0,983618893275927
"414";1961-02-23;-105;0,982818914984145
"415";1961-02-24;-105;0,979778997475376
"416";1961-02-27;-105;0,981618947546473
"417";1961-02-28;-105;0,981778943204829
"418";1961-03-01;-104;0,981778943204829
"419";1961-03-02;-104;0,981778943204829
"420";1961-03-03;-104;0,981778943204829
"421";1961-03-06;-104;0,981778943204829
"422";1961-03-07;-104;0,981778943204829
"423";1961-03-08;-104;0,981778943204829
"424";1961-03-09;-104;0,981778943204829
"425";1961-03-10;-104;0,981778943204829
"426";1961-03-13;-104;0,981778943204829
"427";1961-03-14;-104;0,981778943204829
"428";1961-03-15;-104;0,981778943204829
"429";1961-03-16;-104;0,981778943204829
"430";1961-03-17;-104;0,981778943204829
"431";1961-03-20;-104;0,981778943204829
"432";1961-03-21;-104;0,981778943204829
"433";1961-03-22;-104;0,981778943204829
"434";1961-03-23;-104;0,981778943204829
"435";1961-03-27;-104;0,981778943204829
"436";1961-03-28;-104;0,981778943204829
"437";1961-03-29;-104;0,981778943204829
"438";1961-03-30;-104;0,981778943204829
"439";1961-04-03;-103;0,981778943204829
"440";1961-04-04;-103;0,981778943204829
"441";1961-04-05;-103;0,981778943204829
"442";1961-04-06;-103;0,981778943204829
"443";1961-04-07;-103;0,981778943204829
"444";1961-04-10;-103;0,981778943204829
"445";1961-04-11;-103;0,981778943204829
"446";1961-04-12;-103;0,981778943204829
"447";1961-04-13;-103;0,981778943204829
"448";1961-04-14;-103;0,981778943204829
"449";1961-04-17;-103;0,981778943204829
"450";1961-04-18;-103;0,981778943204829
"451";1961-04-19;-103;0,981778943204829
"452";1961-04-20;-103;0,981778943204829
"453";1961-04-21;-103;0,981778943204829
"454";1961-04-24;-103;0,981778943204829
"455";1961-04-25;-103;0,981778943204829
"456";1961-04-26;-103;0,981778943204829
"457";1961-04-27;-103;0,981778943204829
"458";1961-04-28;-103;0,981778943204829
"459";1961-05-01;-102;0,982843463037639
"460";1961-05-02;-102;0,983198302981909
"461";1961-05-03;-102;0,985043470692112
"462";1961-05-04;-102;0,984546694770134
"463";1961-05-05;-102;0,987385414324292
"464";1961-05-08;-102;0,98717251035773
"465";1961-05-09;-102;0,98681767041346
"466";1961-05-10;-102;0,987243478346584
"467";1961-05-11;-102;0,986604766446898
"468";1961-05-12;-102;0,98823703019054
"469";1961-05-15;-102;0,990720909800428
"470";1961-05-16;-102;0,992140269577507
"471";1961-05-17;-102;0,991785429633237
"472";1961-05-18;-102;0,99164349365553
"473";1961-05-19;-102;0,993417693376878
"474";1961-05-22;-102;0,996114476953329
"475";1961-05-23;-102;0,996185444942183
"476";1961-05-24;-102;0,997320932763846
"477";1961-05-25;-102;0,992566077510631
"478";1961-05-26;-102;0,99398543728771
"479";1961-05-31;-102;0,990720909800428
"480";1961-06-01;-101;0,988795788696315
"481";1961-06-02;-101;0,989964612223812
"482";1961-06-05;-101;0,987626965168818
"483";1961-06-06;-101;0,986526895966468
"484";1961-06-07;-101;0,985220563788678
"485";1961-06-08;-101;0,986251878665881
"486";1961-06-09;-101;0,987764473819112
"487";1961-06-12;-101;0,984395511886915
"488";1961-06-13;-101;0,985564335414412
"489";1961-06-14;-101;0,98384547728574
"490";1961-06-15;-101;0,982814162408537
"491";1961-06-16;-101;0,980820286979277
"492";1961-06-19;-101;0,979995235077514
"493";1961-06-20;-101;0,982264127807362
"494";1961-06-21;-101;0,98494554648809
"495";1961-06-22;-101;0,984808037837796
"496";1961-06-23;-101;0,984876792162943
"497";1961-06-26;-101;0,984533020537209
"498";1961-06-27;-101;0,984876792162943
"499";1961-06-28;-101;0,987695719493965
"500";1961-06-29;-101;0,985839352714999
"501";1961-06-30;-101;0,984876792162943
"502";1961-07-03;-100;0,981140624524004
"503";1961-07-05;-100;0,982550499104736
"504";1961-07-06;-100;0,980717662149785
"505";1961-07-07;-100;0,982902967749919
"506";1961-07-10;-100;0,982761980291846
"507";1961-07-11;-100;0,983396423853175
"508";1961-07-12;-100;0,982550499104736
"509";1961-07-13;-100;0,982691486562809
"510";1961-07-14;-100;0,982902967749919
"511";1961-07-17;-100;0,984171854872577
"512";1961-07-18;-100;0,982550499104736
"513";1961-07-19;-100;0,983184942666065
"514";1961-07-20;-100;0,98452432351776
"515";1961-07-21;-100;0,985652223182345
"516";1961-07-24;-100;0,986004691827528
"517";1961-07-25;-100;0,98431284233065
"518";1961-07-26;-100;0,985370248266199
"519";1961-07-27;-100;0,985652223182345
"520";1961-07-28;-100;0,986075185556565
"521";1961-07-31;-100;0,986850616575967
"522";1961-08-01;-99;0,983980849147419
"523";1961-08-02;-99;0,984330820785046
"524";1961-08-03;-99;0,98412083780247
"525";1961-08-04;-99;0,985100758387828
"526";1961-08-07;-99;0,986360656283288
"527";1961-08-08;-99;0,98601068464566
"528";1961-08-09;-99;0,985870695990609
"529";1961-08-10;-99;0,985310741370405
"530";1961-08-11;-99;0,986290661955763
"531";1961-08-14;-99;0,98601068464566
"532";1961-08-15;-99;0,985800701663084
"533";1961-08-16;-99;0,987620554178749
"534";1961-08-17;-99;0,987480565523698
"535";1961-08-18;-99;0,987340576868647
"536";1961-08-21;-99;0,989160429384312
"537";1961-08-22;-99;0,988810457746684
"538";1961-08-23;-99;0,988110514471428
"539";1961-08-24;-99;0,986850616575967
"540";1961-08-25;-99;0,988530480436581
"541";1961-08-28;-99;0,989860372659567
"542";1961-08-29;-99;0,990210344297195
"543";1961-08-30;-99;0,989790378332042
"544";1961-08-31;-99;0,990350332952247
"545";1961-09-01;-98;0,990558631470457
"546";1961-09-05;-98;0,991183527025087
"547";1961-09-06;-98;0,99021146727344
"548";1961-09-07;-98;0,988614511967162
"549";1961-09-08;-98;0,988128482091339
"550";1961-09-11;-98;0,988545079127759
"551";1961-09-12;-98;0,989725437397616
"552";1961-09-13;-98;0,990072601594633
"553";1961-09-14;-98;0,989308840361196
"554";1961-09-15;-98;0,988892243324776
"555";1961-09-18;-98;0,987295288018498
"556";1961-09-19;-98;0,986462093945658
"557";1961-09-20;-98;0,986045496909237
"558";1961-09-21;-98;0,98549003419401
"559";1961-09-22;-98;0,985142869996993
"560";1961-09-25;-98;0,983407049011909
"561";1961-09-26;-98;0,982226690742052
"562";1961-09-27;-98;0,982365556420858
"563";1961-09-28;-98;0,980699168275177
"564";1961-09-29;-98;0,979796541362933
"565";1961-10-02;-97;0,979796541362933
"566";1961-10-03;-97;0,979796541362933
"567";1961-10-04;-97;0,979796541362933
"568";1961-10-05;-97;0,979796541362933
"569";1961-10-06;-97;0,979796541362933
"570";1961-10-09;-97;0,979796541362933
"571";1961-10-10;-97;0,979796541362933
"572";1961-10-11;-97;0,979796541362933
"573";1961-10-12;-97;0,979796541362933
"574";1961-10-13;-97;0,979796541362933
"575";1961-10-16;-97;0,979796541362933
"576";1961-10-17;-97;0,979796541362933
"577";1961-10-18;-97;0,979796541362933
"578";1961-10-19;-97;0,979796541362933
"579";1961-10-20;-97;0,979796541362933
"580";1961-10-23;-97;0,979796541362933
"581";1961-10-24;-97;0,979796541362933
"582";1961-10-25;-97;0,979796541362933
"583";1961-10-26;-97;0,979796541362933
"584";1961-10-27;-97;0,979796541362933
"585";1961-10-30;-97;0,979796541362933
"586";1961-10-31;-97;0,979796541362933
"587";1961-11-01;-96;0,979796541362933
"588";1961-11-02;-96;0,979796541362933
"589";1961-11-03;-96;0,979796541362933
"590";1961-11-06;-96;0,979796541362933
"591";1961-11-08;-96;0,979796541362933
"592";1961-11-09;-96;0,979796541362933
"593";1961-11-10;-96;0,979796541362933
"594";1961-11-13;-96;0,979796541362933
"595";1961-11-14;-96;0,979796541362933
"596";1961-11-15;-96;0,979796541362933
"597";1961-11-16;-96;0,979796541362933
"598";1961-11-17;-96;0,979796541362933
"599";1961-11-20;-96;0,979796541362933
"600";1961-11-21;-96;0,979796541362933
"601";1961-11-22;-96;0,979796541362933
"602";1961-11-24;-96;0,979796541362933
"603";1961-11-27;-96;0,979796541362933
"604";1961-11-28;-96;0,979796541362933
"605";1961-11-29;-96;0,979796541362933
"606";1961-11-30;-96;0,979796541362933
"607";1961-12-01;-95;0,979796541362933
"608";1961-12-04;-95;0,979796541362933
"609";1961-12-05;-95;0,979796541362933
"610";1961-12-06;-95;0,979796541362933
"611";1961-12-07;-95;0,979796541362933
"612";1961-12-08;-95;0,979796541362933
"613";1961-12-11;-95;0,979796541362933
"614";1961-12-12;-95;0,979796541362933
"615";1961-12-13;-95;0,979796541362933
"616";1961-12-14;-95;0,979796541362933
"617";1961-12-15;-95;0,979796541362933
"618";1961-12-18;-95;0,979796541362933
"619";1961-12-19;-95;0,979796541362933
"620";1961-12-20;-95;0,979796541362933
"621";1961-12-21;-95;0,979796541362933
"622";1961-12-22;-95;0,979796541362933
"623";1961-12-26;-95;0,979796541362933
"624";1961-12-27;-95;0,979796541362933
"625";1961-12-28;-95;0,979796541362933
"626";1961-12-29;-95;0,979796541362933
"627";1962-01-02;-94;0,979584905728357
"628";1962-01-03;-94;0,980501993478187
"629";1962-01-04;-94;0,981277990804966
"630";1962-01-05;-94;0,981701262074118
"631";1962-01-08;-94;0,98014926742056
"632";1962-01-09;-94;0,980290357843611
"633";1962-01-10;-94;0,980078722209035
"634";1962-01-11;-94;0,979725996151408
"635";1962-01-12;-94;0,98014926742056
"636";1962-01-15;-94;0,977962365863274
"637";1962-01-16;-94;0,977539094594122
"638";1962-01-17;-94;0,978315091920901
"639";1962-01-18;-94;0,979373270093781
"640";1962-01-19;-94;0,979725996151408
"641";1962-01-22;-94;0,980078722209035
"642";1962-01-23;-94;0,9780329110748
"643";1962-01-24;-94;0,979161634459205
"644";1962-01-25;-94;0,978879453613104
"645";1962-01-26;-94;0,978315091920901
"646";1962-01-29;-94;0,977962365863274
"647";1962-01-30;-94;0,978244546709376
"648";1962-01-31;-94;0,979302724882256
"649";1962-02-01;-93;0,979302724882256
"650";1962-02-02;-93;0,979302724882256
"651";1962-02-05;-93;0,979302724882256
"652";1962-02-06;-93;0,979302724882256
"653";1962-02-07;-93;0,979302724882256
"654";1962-02-08;-93;0,979302724882256
"655";1962-02-09;-93;0,979302724882256
"656";1962-02-12;-93;0,979302724882256
"657";1962-02-13;-93;0,979302724882256
"658";1962-02-14;-93;0,979302724882256
"659";1962-02-15;-93;0,979302724882256
"660";1962-02-16;-93;0,979302724882256
"661";1962-02-19;-93;0,979302724882256
"662";1962-02-20;-93;0,979302724882256
"663";1962-02-21;-93;0,979302724882256
"664";1962-02-23;-93;0,979302724882256
"665";1962-02-26;-93;0,979302724882256
"666";1962-02-27;-93;0,979302724882256
"667";1962-02-28;-93;0,979302724882256
"668";1962-03-01;-92;0,979302724882256
"669";1962-03-02;-92;0,979302724882256
"670";1962-03-05;-92;0,979302724882256
"671";1962-03-06;-92;0,979302724882256
"672";1962-03-07;-92;0,979302724882256
"673";1962-03-08;-92;0,979302724882256
"674";1962-03-09;-92;0,979302724882256
"675";1962-03-12;-92;0,979302724882256
"676";1962-03-13;-92;0,979302724882256
"677";1962-03-14;-92;0,979302724882256
"678";1962-03-15;-92;0,979302724882256
"679";1962-03-16;-92;0,979302724882256
"680";1962-03-19;-92;0,979302724882256
"681";1962-03-20;-92;0,979302724882256
"682";1962-03-21;-92;0,979302724882256
"683";1962-03-22;-92;0,979302724882256
"684";1962-03-23;-92;0,979302724882256
"685";1962-03-26;-92;0,979302724882256
"686";1962-03-27;-92;0,979302724882256
"687";1962-03-28;-92;0,979302724882256
"688";1962-03-29;-92;0,979302724882256
"689";1962-03-30;-92;0,979302724882256
"690";1962-04-02;-91;0,979020221764527
"691";1962-04-03;-91;0,979020221764527
"692";1962-04-04;-91;0,978525841308502
"693";1962-04-05;-91;0,978525841308502
"694";1962-04-06;-91;0,978525841308502
"695";1962-04-09;-91;0,978737718646798
"696";1962-04-10;-91;0,97817271241134
"697";1962-04-11;-91;0,978596467087934
"698";1962-04-12;-91;0,97817271241134
"699";1962-04-13;-91;0,977890209293612
"700";1962-04-16;-91;0,97753708039645
"701";1962-04-17;-91;0,977466454617018
"702";1962-04-18;-91;0,976972074160993
"703";1962-04-19;-91;0,975983313248941
"704";1962-04-23;-91;0,976477693704967
"705";1962-04-24;-91;0,975912687469509
"706";1962-04-25;-91;0,975135803895755
"707";1962-04-26;-91;0,975842061690077
"708";1962-04-27;-91;0,975418307013484
"709";1962-04-30;-91;0,976760196822696
"710";1962-05-01;-90;0,976760196822696
"711";1962-05-02;-90;0,976760196822696
"712";1962-05-03;-90;0,976760196822696
"713";1962-05-04;-90;0,976760196822696
"714";1962-05-07;-90;0,976760196822696
"715";1962-05-08;-90;0,976760196822696
"716";1962-05-09;-90;0,976760196822696
"717";1962-05-10;-90;0,976760196822696
"718";1962-05-11;-90;0,976760196822696
"719";1962-05-14;-90;0,976760196822696
"720";1962-05-15;-90;0,976760196822696
"721";1962-05-16;-90;0,976760196822696
"722";1962-05-17;-90;0,976760196822696
"723";1962-05-18;-90;0,976760196822696
"724";1962-05-21;-90;0,976760196822696
"725";1962-05-22;-90;0,976760196822696
